x	y	precise_y	difference
+8.7830e-01	+4.1551e-01	+4.1549e-01	-1.8245e-05
+8.7840e-01	+4.1547e-01	+4.1545e-01	-1.8246e-05
+8.7850e-01	+4.1542e-01	+4.1541e-01	-1.8246e-05
+8.7860e-01	+4.1538e-01	+4.1536e-01	-1.8246e-05
+8.7870e-01	+4.1534e-01	+4.1532e-01	-1.8246e-05
+8.7880e-01	+4.1530e-01	+4.1528e-01	-1.8247e-05
+8.7890e-01	+4.1526e-01	+4.1524e-01	-1.8247e-05
+8.7900e-01	+4.1522e-01	+4.1520e-01	-1.8247e-05
+8.7910e-01	+4.1517e-01	+4.1516e-01	-1.8247e-05
+8.7920e-01	+4.1513e-01	+4.1511e-01	-1.8248e-05
+8.7930e-01	+4.1509e-01	+4.1507e-01	-1.8248e-05
+8.7940e-01	+4.1505e-01	+4.1503e-01	-1.8248e-05
+8.7950e-01	+4.1501e-01	+4.1499e-01	-1.8248e-05
+8.7960e-01	+4.1497e-01	+4.1495e-01	-1.8249e-05
+8.7970e-01	+4.1493e-01	+4.1491e-01	-1.8249e-05
+8.7980e-01	+4.1488e-01	+4.1487e-01	-1.8249e-05
+8.7990e-01	+4.1484e-01	+4.1482e-01	-1.8249e-05
+8.8000e-01	+4.1480e-01	+4.1478e-01	-1.8250e-05
+8.8010e-01	+4.1476e-01	+4.1474e-01	-1.8250e-05
+8.8020e-01	+4.1472e-01	+4.1470e-01	-1.8250e-05
+8.8030e-01	+4.1468e-01	+4.1466e-01	-1.8250e-05
+8.8040e-01	+4.1464e-01	+4.1462e-01	-1.8251e-05
+8.8050e-01	+4.1459e-01	+4.1458e-01	-1.8251e-05
+8.8060e-01	+4.1455e-01	+4.1453e-01	-1.8251e-05
+8.8070e-01	+4.1451e-01	+4.1449e-01	-1.8251e-05
+8.8080e-01	+4.1447e-01	+4.1445e-01	-1.8252e-05
+8.8090e-01	+4.1443e-01	+4.1441e-01	-1.8252e-05
+8.8100e-01	+4.1439e-01	+4.1437e-01	-1.8252e-05
+8.8110e-01	+4.1435e-01	+4.1433e-01	-1.8252e-05
+8.8120e-01	+4.1430e-01	+4.1429e-01	-1.8253e-05
+8.8130e-01	+4.1426e-01	+4.1424e-01	-1.8253e-05
+8.8140e-01	+4.1422e-01	+4.1420e-01	-1.8253e-05
+8.8150e-01	+4.1418e-01	+4.1416e-01	-1.8253e-05
+8.8160e-01	+4.1414e-01	+4.1412e-01	-1.8254e-05
+8.8170e-01	+4.1410e-01	+4.1408e-01	-1.8254e-05
+8.8180e-01	+4.1406e-01	+4.1404e-01	-1.8254e-05
+8.8190e-01	+4.1401e-01	+4.1400e-01	-1.8254e-05
+8.8200e-01	+4.1397e-01	+4.1395e-01	-1.8255e-05
+8.8210e-01	+4.1393e-01	+4.1391e-01	-1.8255e-05
+8.8220e-01	+4.1389e-01	+4.1387e-01	-1.8255e-05
+8.8230e-01	+4.1385e-01	+4.1383e-01	-1.8255e-05
+8.8240e-01	+4.1381e-01	+4.1379e-01	-1.8256e-05
+8.8250e-01	+4.1377e-01	+4.1375e-01	-1.8256e-05
+8.8260e-01	+4.1372e-01	+4.1371e-01	-1.8256e-05
+8.8270e-01	+4.1368e-01	+4.1366e-01	-1.8256e-05
+8.8280e-01	+4.1364e-01	+4.1362e-01	-1.8257e-05
+8.8290e-01	+4.1360e-01	+4.1358e-01	-1.8257e-05
+8.8300e-01	+4.1356e-01	+4.1354e-01	-1.8257e-05
+8.8310e-01	+4.1352e-01	+4.1350e-01	-1.8257e-05
+8.8320e-01	+4.1348e-01	+4.1346e-01	-1.8257e-05
+8.8330e-01	+4.1343e-01	+4.1342e-01	-1.8258e-05
+8.8340e-01	+4.1339e-01	+4.1338e-01	-1.8258e-05
+8.8350e-01	+4.1335e-01	+4.1333e-01	-1.8258e-05
+8.8360e-01	+4.1331e-01	+4.1329e-01	-1.8258e-05
+8.8370e-01	+4.1327e-01	+4.1325e-01	-1.8259e-05
+8.8380e-01	+4.1323e-01	+4.1321e-01	-1.8259e-05
+8.8390e-01	+4.1319e-01	+4.1317e-01	-1.8259e-05
+8.8400e-01	+4.1315e-01	+4.1313e-01	-1.8259e-05
+8.8410e-01	+4.1310e-01	+4.1309e-01	-1.8260e-05
+8.8420e-01	+4.1306e-01	+4.1304e-01	-1.8260e-05
+8.8430e-01	+4.1302e-01	+4.1300e-01	-1.8260e-05
+8.8440e-01	+4.1298e-01	+4.1296e-01	-1.8260e-05
+8.8450e-01	+4.1294e-01	+4.1292e-01	-1.8261e-05
+8.8460e-01	+4.1290e-01	+4.1288e-01	-1.8261e-05
+8.8470e-01	+4.1286e-01	+4.1284e-01	-1.8261e-05
+8.8480e-01	+4.1281e-01	+4.1280e-01	-1.8261e-05
+8.8490e-01	+4.1277e-01	+4.1276e-01	-1.8262e-05
+8.8500e-01	+4.1273e-01	+4.1271e-01	-1.8262e-05
+8.8510e-01	+4.1269e-01	+4.1267e-01	-1.8262e-05
+8.8520e-01	+4.1265e-01	+4.1263e-01	-1.8262e-05
+8.8530e-01	+4.1261e-01	+4.1259e-01	-1.8262e-05
+8.8540e-01	+4.1257e-01	+4.1255e-01	-1.8263e-05
+8.8550e-01	+4.1253e-01	+4.1251e-01	-1.8263e-05
+8.8560e-01	+4.1248e-01	+4.1247e-01	-1.8263e-05
+8.8570e-01	+4.1244e-01	+4.1243e-01	-1.8263e-05
+8.8580e-01	+4.1240e-01	+4.1238e-01	-1.8264e-05
+8.8590e-01	+4.1236e-01	+4.1234e-01	-1.8264e-05
+8.8600e-01	+4.1232e-01	+4.1230e-01	-1.8264e-05
+8.8610e-01	+4.1228e-01	+4.1226e-01	-1.8264e-05
+8.8620e-01	+4.1224e-01	+4.1222e-01	-1.8265e-05
+8.8630e-01	+4.1220e-01	+4.1218e-01	-1.8265e-05
+8.8640e-01	+4.1216e-01	+4.1214e-01	-1.8265e-05
+8.8650e-01	+4.1211e-01	+4.1210e-01	-1.8265e-05
+8.8660e-01	+4.1207e-01	+4.1205e-01	-1.8266e-05
+8.8670e-01	+4.1203e-01	+4.1201e-01	-1.8266e-05
+8.8680e-01	+4.1199e-01	+4.1197e-01	-1.8266e-05
+8.8690e-01	+4.1195e-01	+4.1193e-01	-1.8266e-05
+8.8700e-01	+4.1191e-01	+4.1189e-01	-1.8266e-05
+8.8710e-01	+4.1187e-01	+4.1185e-01	-1.8267e-05
+8.8720e-01	+4.1183e-01	+4.1181e-01	-1.8267e-05
+8.8730e-01	+4.1178e-01	+4.1177e-01	-1.8267e-05
+8.8740e-01	+4.1174e-01	+4.1172e-01	-1.8267e-05
+8.8750e-01	+4.1170e-01	+4.1168e-01	-1.8268e-05
+8.8760e-01	+4.1166e-01	+4.1164e-01	-1.8268e-05
+8.8770e-01	+4.1162e-01	+4.1160e-01	-1.8268e-05
+8.8780e-01	+4.1158e-01	+4.1156e-01	-1.8268e-05
+8.8790e-01	+4.1154e-01	+4.1152e-01	-1.8269e-05
+8.8800e-01	+4.1150e-01	+4.1148e-01	-1.8269e-05
+8.8810e-01	+4.1146e-01	+4.1144e-01	-1.8269e-05
+8.8820e-01	+4.1141e-01	+4.1140e-01	-1.8269e-05
+8.8830e-01	+4.1137e-01	+4.1135e-01	-1.8269e-05
+8.8840e-01	+4.1133e-01	+4.1131e-01	-1.8270e-05
+8.8850e-01	+4.1129e-01	+4.1127e-01	-1.8270e-05
+8.8860e-01	+4.1125e-01	+4.1123e-01	-1.8270e-05
+8.8870e-01	+4.1121e-01	+4.1119e-01	-1.8270e-05
+8.8880e-01	+4.1117e-01	+4.1115e-01	-1.8271e-05
+8.8890e-01	+4.1113e-01	+4.1111e-01	-1.8271e-05
+8.8900e-01	+4.1108e-01	+4.1107e-01	-1.8271e-05
+8.8910e-01	+4.1104e-01	+4.1103e-01	-1.8271e-05
+8.8920e-01	+4.1100e-01	+4.1098e-01	-1.8272e-05
+8.8930e-01	+4.1096e-01	+4.1094e-01	-1.8272e-05
+8.8940e-01	+4.1092e-01	+4.1090e-01	-1.8272e-05
+8.8950e-01	+4.1088e-01	+4.1086e-01	-1.8272e-05
+8.8960e-01	+4.1084e-01	+4.1082e-01	-1.8272e-05
+8.8970e-01	+4.1080e-01	+4.1078e-01	-1.8273e-05
+8.8980e-01	+4.1076e-01	+4.1074e-01	-1.8273e-05
+8.8990e-01	+4.1072e-01	+4.1070e-01	-1.8273e-05
+8.9000e-01	+4.1067e-01	+4.1066e-01	-1.8273e-05
+8.9010e-01	+4.1063e-01	+4.1061e-01	-1.8274e-05
+8.9020e-01	+4.1059e-01	+4.1057e-01	-1.8274e-05
+8.9030e-01	+4.1055e-01	+4.1053e-01	-1.8274e-05
+8.9040e-01	+4.1051e-01	+4.1049e-01	-1.8274e-05
+8.9050e-01	+4.1047e-01	+4.1045e-01	-1.8274e-05
+8.9060e-01	+4.1043e-01	+4.1041e-01	-1.8275e-05
+8.9070e-01	+4.1039e-01	+4.1037e-01	-1.8275e-05
+8.9080e-01	+4.1035e-01	+4.1033e-01	-1.8275e-05
+8.9090e-01	+4.1030e-01	+4.1029e-01	-1.8275e-05
+8.9100e-01	+4.1026e-01	+4.1025e-01	-1.8276e-05
+8.9110e-01	+4.1022e-01	+4.1020e-01	-1.8276e-05
+8.9120e-01	+4.1018e-01	+4.1016e-01	-1.8276e-05
+8.9130e-01	+4.1014e-01	+4.1012e-01	-1.8276e-05
+8.9140e-01	+4.1010e-01	+4.1008e-01	-1.8277e-05
+8.9150e-01	+4.1006e-01	+4.1004e-01	-1.8277e-05
+8.9160e-01	+4.1002e-01	+4.1000e-01	-1.8277e-05
+8.9170e-01	+4.0998e-01	+4.0996e-01	-1.8277e-05
+8.9180e-01	+4.0994e-01	+4.0992e-01	-1.8277e-05
+8.9190e-01	+4.0989e-01	+4.0988e-01	-1.8278e-05
+8.9200e-01	+4.0985e-01	+4.0984e-01	-1.8278e-05
+8.9210e-01	+4.0981e-01	+4.0979e-01	-1.8278e-05
+8.9220e-01	+4.0977e-01	+4.0975e-01	-1.8278e-05
+8.9230e-01	+4.0973e-01	+4.0971e-01	-1.8279e-05
+8.9240e-01	+4.0969e-01	+4.0967e-01	-1.8279e-05
+8.9250e-01	+4.0965e-01	+4.0963e-01	-1.8279e-05
+8.9260e-01	+4.0961e-01	+4.0959e-01	-1.8279e-05
+8.9270e-01	+4.0957e-01	+4.0955e-01	-1.8279e-05
+8.9280e-01	+4.0953e-01	+4.0951e-01	-1.8280e-05
+8.9290e-01	+4.0948e-01	+4.0947e-01	-1.8280e-05
+8.9300e-01	+4.0944e-01	+4.0943e-01	-1.8280e-05
+8.9310e-01	+4.0940e-01	+4.0938e-01	-1.8280e-05
+8.9320e-01	+4.0936e-01	+4.0934e-01	-1.8280e-05
+8.9330e-01	+4.0932e-01	+4.0930e-01	-1.8281e-05
+8.9340e-01	+4.0928e-01	+4.0926e-01	-1.8281e-05
+8.9350e-01	+4.0924e-01	+4.0922e-01	-1.8281e-05
+8.9360e-01	+4.0920e-01	+4.0918e-01	-1.8281e-05
+8.9370e-01	+4.0916e-01	+4.0914e-01	-1.8282e-05
+8.9380e-01	+4.0912e-01	+4.0910e-01	-1.8282e-05
+8.9390e-01	+4.0908e-01	+4.0906e-01	-1.8282e-05
+8.9400e-01	+4.0903e-01	+4.0902e-01	-1.8282e-05
+8.9410e-01	+4.0899e-01	+4.0898e-01	-1.8282e-05
+8.9420e-01	+4.0895e-01	+4.0893e-01	-1.8283e-05
+8.9430e-01	+4.0891e-01	+4.0889e-01	-1.8283e-05
+8.9440e-01	+4.0887e-01	+4.0885e-01	-1.8283e-05
+8.9450e-01	+4.0883e-01	+4.0881e-01	-1.8283e-05
+8.9460e-01	+4.0879e-01	+4.0877e-01	-1.8284e-05
+8.9470e-01	+4.0875e-01	+4.0873e-01	-1.8284e-05
+8.9480e-01	+4.0871e-01	+4.0869e-01	-1.8284e-05
+8.9490e-01	+4.0867e-01	+4.0865e-01	-1.8284e-05
+8.9500e-01	+4.0863e-01	+4.0861e-01	-1.8284e-05
+8.9510e-01	+4.0859e-01	+4.0857e-01	-1.8285e-05
+8.9520e-01	+4.0854e-01	+4.0853e-01	-1.8285e-05
+8.9530e-01	+4.0850e-01	+4.0849e-01	-1.8285e-05
+8.9540e-01	+4.0846e-01	+4.0844e-01	-1.8285e-05
+8.9550e-01	+4.0842e-01	+4.0840e-01	-1.8285e-05
+8.9560e-01	+4.0838e-01	+4.0836e-01	-1.8286e-05
+8.9570e-01	+4.0834e-01	+4.0832e-01	-1.8286e-05
+8.9580e-01	+4.0830e-01	+4.0828e-01	-1.8286e-05
+8.9590e-01	+4.0826e-01	+4.0824e-01	-1.8286e-05
+8.9600e-01	+4.0822e-01	+4.0820e-01	-1.8287e-05
+8.9610e-01	+4.0818e-01	+4.0816e-01	-1.8287e-05
+8.9620e-01	+4.0814e-01	+4.0812e-01	-1.8287e-05
+8.9630e-01	+4.0810e-01	+4.0808e-01	-1.8287e-05
+8.9640e-01	+4.0805e-01	+4.0804e-01	-1.8287e-05
+8.9650e-01	+4.0801e-01	+4.0800e-01	-1.8288e-05
+8.9660e-01	+4.0797e-01	+4.0795e-01	-1.8288e-05
+8.9670e-01	+4.0793e-01	+4.0791e-01	-1.8288e-05
+8.9680e-01	+4.0789e-01	+4.0787e-01	-1.8288e-05
+8.9690e-01	+4.0785e-01	+4.0783e-01	-1.8288e-05
+8.9700e-01	+4.0781e-01	+4.0779e-01	-1.8289e-05
+8.9710e-01	+4.0777e-01	+4.0775e-01	-1.8289e-05
+8.9720e-01	+4.0773e-01	+4.0771e-01	-1.8289e-05
+8.9730e-01	+4.0769e-01	+4.0767e-01	-1.8289e-05
+8.9740e-01	+4.0765e-01	+4.0763e-01	-1.8289e-05
+8.9750e-01	+4.0761e-01	+4.0759e-01	-1.8290e-05
+8.9760e-01	+4.0756e-01	+4.0755e-01	-1.8290e-05
+8.9770e-01	+4.0752e-01	+4.0751e-01	-1.8290e-05
+8.9780e-01	+4.0748e-01	+4.0747e-01	-1.8290e-05
+8.9790e-01	+4.0744e-01	+4.0742e-01	-1.8291e-05
+8.9800e-01	+4.0740e-01	+4.0738e-01	-1.8291e-05
+8.9810e-01	+4.0736e-01	+4.0734e-01	-1.8291e-05
+8.9820e-01	+4.0732e-01	+4.0730e-01	-1.8291e-05
+8.9830e-01	+4.0728e-01	+4.0726e-01	-1.8291e-05
+8.9840e-01	+4.0724e-01	+4.0722e-01	-1.8292e-05
+8.9850e-01	+4.0720e-01	+4.0718e-01	-1.8292e-05
+8.9860e-01	+4.0716e-01	+4.0714e-01	-1.8292e-05
+8.9870e-01	+4.0712e-01	+4.0710e-01	-1.8292e-05
+8.9880e-01	+4.0708e-01	+4.0706e-01	-1.8292e-05
+8.9890e-01	+4.0704e-01	+4.0702e-01	-1.8293e-05
+8.9900e-01	+4.0699e-01	+4.0698e-01	-1.8293e-05
+8.9910e-01	+4.0695e-01	+4.0694e-01	-1.8293e-05
+8.9920e-01	+4.0691e-01	+4.0690e-01	-1.8293e-05
+8.9930e-01	+4.0687e-01	+4.0685e-01	-1.8293e-05
+8.9940e-01	+4.0683e-01	+4.0681e-01	-1.8294e-05
+8.9950e-01	+4.0679e-01	+4.0677e-01	-1.8294e-05
+8.9960e-01	+4.0675e-01	+4.0673e-01	-1.8294e-05
+8.9970e-01	+4.0671e-01	+4.0669e-01	-1.8294e-05
+8.9980e-01	+4.0667e-01	+4.0665e-01	-1.8294e-05
+8.9990e-01	+4.0663e-01	+4.0661e-01	-1.8295e-05
+9.0000e-01	+4.0659e-01	+4.0657e-01	-1.8295e-05
+9.0010e-01	+4.0655e-01	+4.0653e-01	-1.8295e-05
+9.0020e-01	+4.0651e-01	+4.0649e-01	-1.8295e-05
+9.0030e-01	+4.0647e-01	+4.0645e-01	-1.8295e-05
+9.0040e-01	+4.0643e-01	+4.0641e-01	-1.8296e-05
+9.0050e-01	+4.0638e-01	+4.0637e-01	-1.8296e-05
+9.0060e-01	+4.0634e-01	+4.0633e-01	-1.8296e-05
+9.0070e-01	+4.0630e-01	+4.0629e-01	-1.8296e-05
+9.0080e-01	+4.0626e-01	+4.0624e-01	-1.8296e-05
+9.0090e-01	+4.0622e-01	+4.0620e-01	-1.8297e-05
+9.0100e-01	+4.0618e-01	+4.0616e-01	-1.8297e-05
+9.0110e-01	+4.0614e-01	+4.0612e-01	-1.8297e-05
+9.0120e-01	+4.0610e-01	+4.0608e-01	-1.8297e-05
+9.0130e-01	+4.0606e-01	+4.0604e-01	-1.8297e-05
+9.0140e-01	+4.0602e-01	+4.0600e-01	-1.8298e-05
+9.0150e-01	+4.0598e-01	+4.0596e-01	-1.8298e-05
+9.0160e-01	+4.0594e-01	+4.0592e-01	-1.8298e-05
+9.0170e-01	+4.0590e-01	+4.0588e-01	-1.8298e-05
+9.0180e-01	+4.0586e-01	+4.0584e-01	-1.8298e-05
+9.0190e-01	+4.0582e-01	+4.0580e-01	-1.8299e-05
+9.0200e-01	+4.0578e-01	+4.0576e-01	-1.8299e-05
+9.0210e-01	+4.0574e-01	+4.0572e-01	-1.8299e-05
+9.0220e-01	+4.0569e-01	+4.0568e-01	-1.8299e-05
+9.0230e-01	+4.0565e-01	+4.0564e-01	-1.8299e-05
+9.0240e-01	+4.0561e-01	+4.0560e-01	-1.8300e-05
+9.0250e-01	+4.0557e-01	+4.0555e-01	-1.8300e-05
+9.0260e-01	+4.0553e-01	+4.0551e-01	-1.8300e-05
+9.0270e-01	+4.0549e-01	+4.0547e-01	-1.8300e-05
+9.0280e-01	+4.0545e-01	+4.0543e-01	-1.8300e-05
+9.0290e-01	+4.0541e-01	+4.0539e-01	-1.8301e-05
+9.0300e-01	+4.0537e-01	+4.0535e-01	-1.8301e-05
+9.0310e-01	+4.0533e-01	+4.0531e-01	-1.8301e-05
+9.0320e-01	+4.0529e-01	+4.0527e-01	-1.8301e-05
+9.0330e-01	+4.0525e-01	+4.0523e-01	-1.8301e-05
+9.0340e-01	+4.0521e-01	+4.0519e-01	-1.8302e-05
+9.0350e-01	+4.0517e-01	+4.0515e-01	-1.8302e-05
+9.0360e-01	+4.0513e-01	+4.0511e-01	-1.8302e-05
+9.0370e-01	+4.0509e-01	+4.0507e-01	-1.8302e-05
+9.0380e-01	+4.0505e-01	+4.0503e-01	-1.8302e-05
+9.0390e-01	+4.0501e-01	+4.0499e-01	-1.8303e-05
+9.0400e-01	+4.0496e-01	+4.0495e-01	-1.8303e-05
+9.0410e-01	+4.0492e-01	+4.0491e-01	-1.8303e-05
+9.0420e-01	+4.0488e-01	+4.0487e-01	-1.8303e-05
+9.0430e-01	+4.0484e-01	+4.0483e-01	-1.8303e-05
+9.0440e-01	+4.0480e-01	+4.0478e-01	-1.8304e-05
+9.0450e-01	+4.0476e-01	+4.0474e-01	-1.8304e-05
+9.0460e-01	+4.0472e-01	+4.0470e-01	-1.8304e-05
+9.0470e-01	+4.0468e-01	+4.0466e-01	-1.8304e-05
+9.0480e-01	+4.0464e-01	+4.0462e-01	-1.8304e-05
+9.0490e-01	+4.0460e-01	+4.0458e-01	-1.8305e-05
+9.0500e-01	+4.0456e-01	+4.0454e-01	-1.8305e-05
+9.0510e-01	+4.0452e-01	+4.0450e-01	-1.8305e-05
+9.0520e-01	+4.0448e-01	+4.0446e-01	-1.8305e-05
+9.0530e-01	+4.0444e-01	+4.0442e-01	-1.8305e-05
+9.0540e-01	+4.0440e-01	+4.0438e-01	-1.8305e-05
+9.0550e-01	+4.0436e-01	+4.0434e-01	-1.8306e-05
+9.0560e-01	+4.0432e-01	+4.0430e-01	-1.8306e-05
+9.0570e-01	+4.0428e-01	+4.0426e-01	-1.8306e-05
+9.0580e-01	+4.0424e-01	+4.0422e-01	-1.8306e-05
+9.0590e-01	+4.0420e-01	+4.0418e-01	-1.8306e-05
+9.0600e-01	+4.0416e-01	+4.0414e-01	-1.8307e-05
+9.0610e-01	+4.0412e-01	+4.0410e-01	-1.8307e-05
+9.0620e-01	+4.0408e-01	+4.0406e-01	-1.8307e-05
+9.0630e-01	+4.0403e-01	+4.0402e-01	-1.8307e-05
+9.0640e-01	+4.0399e-01	+4.0398e-01	-1.8307e-05
+9.0650e-01	+4.0395e-01	+4.0394e-01	-1.8308e-05
+9.0660e-01	+4.0391e-01	+4.0390e-01	-1.8308e-05
+9.0670e-01	+4.0387e-01	+4.0385e-01	-1.8308e-05
+9.0680e-01	+4.0383e-01	+4.0381e-01	-1.8308e-05
+9.0690e-01	+4.0379e-01	+4.0377e-01	-1.8308e-05
+9.0700e-01	+4.0375e-01	+4.0373e-01	-1.8309e-05
+9.0710e-01	+4.0371e-01	+4.0369e-01	-1.8309e-05
+9.0720e-01	+4.0367e-01	+4.0365e-01	-1.8309e-05
+9.0730e-01	+4.0363e-01	+4.0361e-01	-1.8309e-05
+9.0740e-01	+4.0359e-01	+4.0357e-01	-1.8309e-05
+9.0750e-01	+4.0355e-01	+4.0353e-01	-1.8309e-05
+9.0760e-01	+4.0351e-01	+4.0349e-01	-1.8310e-05
+9.0770e-01	+4.0347e-01	+4.0345e-01	-1.8310e-05
+9.0780e-01	+4.0343e-01	+4.0341e-01	-1.8310e-05
+9.0790e-01	+4.0339e-01	+4.0337e-01	-1.8310e-05
+9.0800e-01	+4.0335e-01	+4.0333e-01	-1.8310e-05
+9.0810e-01	+4.0331e-01	+4.0329e-01	-1.8311e-05
+9.0820e-01	+4.0327e-01	+4.0325e-01	-1.8311e-05
+9.0830e-01	+4.0323e-01	+4.0321e-01	-1.8311e-05
+9.0840e-01	+4.0319e-01	+4.0317e-01	-1.8311e-05
+9.0850e-01	+4.0315e-01	+4.0313e-01	-1.8311e-05
+9.0860e-01	+4.0311e-01	+4.0309e-01	-1.8311e-05
+9.0870e-01	+4.0307e-01	+4.0305e-01	-1.8312e-05
+9.0880e-01	+4.0303e-01	+4.0301e-01	-1.8312e-05
+9.0890e-01	+4.0299e-01	+4.0297e-01	-1.8312e-05
+9.0900e-01	+4.0295e-01	+4.0293e-01	-1.8312e-05
+9.0910e-01	+4.0290e-01	+4.0289e-01	-1.8312e-05
+9.0920e-01	+4.0286e-01	+4.0285e-01	-1.8313e-05
+9.0930e-01	+4.0282e-01	+4.0281e-01	-1.8313e-05
+9.0940e-01	+4.0278e-01	+4.0277e-01	-1.8313e-05
+9.0950e-01	+4.0274e-01	+4.0273e-01	-1.8313e-05
+9.0960e-01	+4.0270e-01	+4.0269e-01	-1.8313e-05
+9.0970e-01	+4.0266e-01	+4.0264e-01	-1.8314e-05
+9.0980e-01	+4.0262e-01	+4.0260e-01	-1.8314e-05
+9.0990e-01	+4.0258e-01	+4.0256e-01	-1.8314e-05
+9.1000e-01	+4.0254e-01	+4.0252e-01	-1.8314e-05
+9.1010e-01	+4.0250e-01	+4.0248e-01	-1.8314e-05
+9.1020e-01	+4.0246e-01	+4.0244e-01	-1.8314e-05
+9.1030e-01	+4.0242e-01	+4.0240e-01	-1.8315e-05
+9.1040e-01	+4.0238e-01	+4.0236e-01	-1.8315e-05
+9.1050e-01	+4.0234e-01	+4.0232e-01	-1.8315e-05
+9.1060e-01	+4.0230e-01	+4.0228e-01	-1.8315e-05
+9.1070e-01	+4.0226e-01	+4.0224e-01	-1.8315e-05
+9.1080e-01	+4.0222e-01	+4.0220e-01	-1.8315e-05
+9.1090e-01	+4.0218e-01	+4.0216e-01	-1.8316e-05
+9.1100e-01	+4.0214e-01	+4.0212e-01	-1.8316e-05
+9.1110e-01	+4.0210e-01	+4.0208e-01	-1.8316e-05
+9.1120e-01	+4.0206e-01	+4.0204e-01	-1.8316e-05
+9.1130e-01	+4.0202e-01	+4.0200e-01	-1.8316e-05
+9.1140e-01	+4.0198e-01	+4.0196e-01	-1.8317e-05
+9.1150e-01	+4.0194e-01	+4.0192e-01	-1.8317e-05
+9.1160e-01	+4.0190e-01	+4.0188e-01	-1.8317e-05
+9.1170e-01	+4.0186e-01	+4.0184e-01	-1.8317e-05
+9.1180e-01	+4.0182e-01	+4.0180e-01	-1.8317e-05
+9.1190e-01	+4.0178e-01	+4.0176e-01	-1.8317e-05
+9.1200e-01	+4.0174e-01	+4.0172e-01	-1.8318e-05
+9.1210e-01	+4.0170e-01	+4.0168e-01	-1.8318e-05
+9.1220e-01	+4.0166e-01	+4.0164e-01	-1.8318e-05
+9.1230e-01	+4.0162e-01	+4.0160e-01	-1.8318e-05
+9.1240e-01	+4.0158e-01	+4.0156e-01	-1.8318e-05
+9.1250e-01	+4.0154e-01	+4.0152e-01	-1.8319e-05
+9.1260e-01	+4.0150e-01	+4.0148e-01	-1.8319e-05
+9.1270e-01	+4.0146e-01	+4.0144e-01	-1.8319e-05
+9.1280e-01	+4.0142e-01	+4.0140e-01	-1.8319e-05
+9.1290e-01	+4.0138e-01	+4.0136e-01	-1.8319e-05
+9.1300e-01	+4.0134e-01	+4.0132e-01	-1.8319e-05
+9.1310e-01	+4.0130e-01	+4.0128e-01	-1.8320e-05
+9.1320e-01	+4.0126e-01	+4.0124e-01	-1.8320e-05
+9.1330e-01	+4.0122e-01	+4.0120e-01	-1.8320e-05
+9.1340e-01	+4.0118e-01	+4.0116e-01	-1.8320e-05
+9.1350e-01	+4.0114e-01	+4.0112e-01	-1.8320e-05
+9.1360e-01	+4.0110e-01	+4.0108e-01	-1.8320e-05
+9.1370e-01	+4.0106e-01	+4.0104e-01	-1.8321e-05
+9.1380e-01	+4.0102e-01	+4.0100e-01	-1.8321e-05
+9.1390e-01	+4.0098e-01	+4.0096e-01	-1.8321e-05
+9.1400e-01	+4.0094e-01	+4.0092e-01	-1.8321e-05
+9.1410e-01	+4.0090e-01	+4.0088e-01	-1.8321e-05
+9.1420e-01	+4.0086e-01	+4.0084e-01	-1.8321e-05
+9.1430e-01	+4.0082e-01	+4.0080e-01	-1.8322e-05
+9.1440e-01	+4.0078e-01	+4.0076e-01	-1.8322e-05
+9.1450e-01	+4.0074e-01	+4.0072e-01	-1.8322e-05
+9.1460e-01	+4.0070e-01	+4.0068e-01	-1.8322e-05
+9.1470e-01	+4.0066e-01	+4.0064e-01	-1.8322e-05
+9.1480e-01	+4.0062e-01	+4.0060e-01	-1.8322e-05
+9.1490e-01	+4.0058e-01	+4.0056e-01	-1.8323e-05
+9.1500e-01	+4.0053e-01	+4.0052e-01	-1.8323e-05
+9.1510e-01	+4.0049e-01	+4.0048e-01	-1.8323e-05
+9.1520e-01	+4.0045e-01	+4.0044e-01	-1.8323e-05
+9.1530e-01	+4.0041e-01	+4.0040e-01	-1.8323e-05
+9.1540e-01	+4.0037e-01	+4.0036e-01	-1.8324e-05
+9.1550e-01	+4.0033e-01	+4.0032e-01	-1.8324e-05
+9.1560e-01	+4.0029e-01	+4.0028e-01	-1.8324e-05
+9.1570e-01	+4.0025e-01	+4.0024e-01	-1.8324e-05
+9.1580e-01	+4.0021e-01	+4.0020e-01	-1.8324e-05
+9.1590e-01	+4.0017e-01	+4.0016e-01	-1.8324e-05
+9.1600e-01	+4.0013e-01	+4.0012e-01	-1.8325e-05
+9.1610e-01	+4.0009e-01	+4.0008e-01	-1.8325e-05
+9.1620e-01	+4.0005e-01	+4.0004e-01	-1.8325e-05
+9.1630e-01	+4.0001e-01	+4.0000e-01	-1.8325e-05
+9.1640e-01	+3.9997e-01	+3.9996e-01	-1.8325e-05
+9.1650e-01	+3.9993e-01	+3.9992e-01	-1.8325e-05
+9.1660e-01	+3.9989e-01	+3.9988e-01	-1.8326e-05
+9.1670e-01	+3.9985e-01	+3.9984e-01	-1.8326e-05
+9.1680e-01	+3.9981e-01	+3.9980e-01	-1.8326e-05
+9.1690e-01	+3.9977e-01	+3.9976e-01	-1.8326e-05
+9.1700e-01	+3.9973e-01	+3.9972e-01	-1.8326e-05
